region,location_name,user_name,rating,review_text,review_date,source,
Wilayah Bali Timur,Tenganan Pegeringsingan Village,,5,We visited on a hot sleepy afternoon - wonderful tranquil village where you can visit homes and learn about traditional crafts and ceremonies. Our guide was a really decent man and there was absolutely NO pressure to buy. It's a living village - not a museum - and a precious bit of Bali. Definitely recommend.,2022-08,TripAdvesor,
Wilayah Bali Timur,Tenganan Pegeringsingan Village,Breda,2,"Er was letterlijk niks hier. Alleen maar winkeltjes. De mensen zitten buiten, op zich fotootje waard. Misschien dat met een hele bus erheen leuker is, met zn tweeën niet",2022-07,TripAdvesor,
Wilayah Bali Timur,Tenganan Pegeringsingan Village,Kersbrook,3,Our hired driver took us here without doing any research. If I had have read the comments on TA I probably wouldn't have gone. In saying that our guide in the village was fantastic. He was very educational. We did end up in his home where he tried to sell us sarongs and artwork at exorbitant prices. We ended up buying a Bali map for 400k to save face as we felt a bit embarrassed. Think twice before going.,2020-03,TripAdvesor,
Wilayah Bali Timur,Tenganan Pegeringsingan Village,Normanville,3,"We were really excited to do this tour and gain insight into traditional Balinese life. It started with meeting our local guide who was lovely, friendly and full of information. We were then asked if we’d like to see his house, we walked inside and it was basically a shop with his wife standing there. We were then stuck there for an awkward 20 minutes while he continued to pressure us to buy sarongs and maps. When we eventually got out by basically just walking out, his demeanour completely changed and he barely spoke, power walked and was almost rude as he whipped us back to the car. Once there he continued to pressure our driver to tell him where we were staying. 

It’s sad to have to leave this review but I feel that other visitors should be aware of what happens here. While I understood that this is how they make an income, it was an extreme amount of pressure to buy while in someone’s home and was a very uncomfortable experience.",2020-03,TripAdvesor,
Wilayah Bali Timur,Tenganan Pegeringsingan Village,Copenhagen,4,"Helt sikkert et besøg værd. Spændende at se hvordan de gamle lokalsamfund var bygget op. Vores guide var en lokal mand fra byen, og vi fik mulighed for at se hans hjem. Han fulgte os rundt i byen i ca 1,5 times tid. Flere steder blev vi hevet ind for at se på håndlavede kalendere (laves af mændene) og håndlavet stof, saroner, tørklæder (laves af kvinderne) - i håbet om at vi ville købe noget. Så hav lige i baghovedet at de naturligvis meget gerne vil sælge til jer. Vi takkede nej, men betalte et valgfrit beløb i indgangen (vi lagde ialt 200.000 for 2 prs) og så gav vi guiden drikkepenge bagefter. Tag forbi hvis det er første gang du er på Bali.",2020-03,TripAdvesor,
Wilayah Bali Timur,Tenganan Pegeringsingan Village,Avignon,4,Nous avons eu la chance en allant découvrir cet ancien village préservé de tomber sur le tournage d'un clip pour une chanteuse Balinaise avec des jeunes filles et garçons habillés de manière traditionnelle avec de beaux costumes et aussi 2 couples de futurs mariés qui faisaient des photos en vue de leur mariage….  un supplément très agréable en plus de la visite de ce village tranquille,2019-10,TripAdvesor,
Wilayah Bali Timur,Tenganan Pegeringsingan Village,Saxtorp,3,Byn Tenganan var en gång områdets mest isolerade del. Men än i dag så bevaras den gamla s.k. Bali Agakulturen och traditionen i byn. Vi var där på förmiddagen och det syntes inte till så många människor. Men vi blev visade runt i byn. Det hände inte så mycket i byn. Nån som gick och sopade bort skit.,2019-12,TripAdvesor,
Wilayah Bali Timur,Tenganan Pegeringsingan Village,Breda,4,"Wij hebben Tenganan 2 maal bezocht. Toen er een bijzonder feest aan de gang was was het geweldig leuk om hier rond te kijken. De Bali Aga die hier leven horen bij de rijkeren van Bali. De bevolking is niet echt vriendelijk. Toen wij tijdens ons 2e bezoek aan Bali nog een keer dit dorpje bezochten was het uitgestorven, leuk om even rond te lopen maar Penglipuran bijvoorbeeld is dan interessanter. 

We visited Tenganan 2 times. The first time there were religious festivities so this was very nice to see. The Bali Aga people who live here are one of the richest in Bali. The second time we visited it was just a nice village to walk about, nothing extraordinary. The people don't talk to you (only when they want to sell souvenirs), not very nice. As a village Penglipuran is much more interesting to see.",2019-05,TripAdvesor,
Wilayah Bali Timur,Tenganan Pegeringsingan Village,FranktheTank,2,"Wir waren auch dort. Absoluter Fake. Die Frau am Webstuhl konnte das Gerät nicht einmal bedienen und erklärte uns wie viel Schals sie produziert. Handys, Mopeds und Strassenhändler alles vertreten wie sonst überall auf Bali.",2020-01,TripAdvesor,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Lynette Osborne,4,The Government of Bali has decided to preserve Turtles. Therefore this activity is started. Once in a while it is okay to visit to see the exact process of turtles.,2025-06-24T07:44:30.522Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Mamta Soni,5,,2025-06-22T03:50:19.235Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Anand Srivastava,5,Pelayananya bagus,2025-06-19T04:53:53.183Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Sri Endang,1,Something felt incredibly wrong the moment we arrived here. The animals looked terribly depressed and stressed. I felt like they needed rescuing from this place! We kept getting pressured to ‘adopt’ a turtle even after paying $50 per per for entry. I would like this place to undertake a formal review to ensure animals really are being released back into the wild.,2025-06-18T14:40:22.380Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Jack Hoad,3,"Part of the glass bottom tour. They do try to sell you a lot of stuff - release a turtle, pictures, etc.",2025-06-18T10:08:29.101Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Osama Chaudhry,4,,2025-06-18T02:35:37.767Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Sharath Chandra,1,"UNNGÅ!!
Super triste tilstander, unngå om du bryr deg om dyrevelferd!! Skitne og små akvarier til voksne skilpadder hvor de har noen som er opp til 80 år. I tillegg har de fugler som er lenket fast i små bur, og skylder på at de er er lenket fast på grunn av kineserene som kommer for å ta bilde med dem (?).

I tillegg skal de ansatte gi deg dårlig samvittighet for at de ikke får lønn, og at du må kjøpe souvenir. Vi endte opp med å betale for slippe løs en en baby skilpadde, var bare en vond opplevelse, aner ikke om den overlevde ettersom man slipper den løs midt i havet der jetski og båter kjører i full fart. Drar derfra med en dårlig magefølelse.",2025-06-17T10:26:46.311Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Thea Traasdahl Johansen,5,,2025-06-17T07:16:01.696Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,An Nur Huda,4,"Worth the visit if you like a close encounter with sea turtles.

The road leading there was quite horrible and close to the water cliff.

Entrance costs 300k for 2 adults and 2 kids.

The large pond didn't have enough water to cover the upper shell of the 80yo sea turtle. His back was quite hot from the sunlight.

100k bucket full of seaweed (and plastic straws etc accidentally stuck inside) was thrown to our kids without the parents agreeing in advance. That was unethical in business.

350k per turtle to be released. With boat it'd cost 1M. Certificate was full of typos.

Showed around the other animals. Huge python with mouth taped off. Keepers claimed that the tape will be taken off at the end of the day. Press X for doubt.

Keeper was banging the bat cage for the guy to wake up. Owl was distressed and kept on a rope leash.

Strongly encouraged to buy pictures that the guy shot constantly. 150k per picture.",2025-06-17T06:36:22.108Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Kanya Auvinen,5,Hello everyone we are transportation around Bali island,2025-06-16T12:09:51.498Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Jack Balidriver,5,,2025-06-16T11:52:42.493Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Magafff11,5,,2025-06-14T15:22:18.264Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Gunda Nagaraju,4,,2025-06-14T08:09:19.074Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Jaye Baron,1,,2025-06-14T04:13:56.984Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Aqmal Noor,5,"I visited this site with family, and the staff were very friendly and knowledgeable and seemed to genuinely care about the turtles and other animals. Some reviewers complain about the animals conditions, but everything was fine when I was there, and all the turtles and other animals seemed very happy and welcomed our interaction with them (well mainly our treats!). A lot of tourists seem to forget this is Bali, and the conditions of the facility are no different than 90% of the island, they do their best with their limited budget.",2025-06-11T05:54:55.334Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Mason,5,,2025-06-11T00:51:36.492Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Pramila Sekar,4,,2025-06-10T14:04:22.600Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Ayam Montok,5,,2025-06-10T03:13:19.663Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Rohit Kalghatgi,5,"Good experience for kids
They can close contact with the animals here and the sea turtle.",2025-06-08T11:42:43.952Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,YK Goh,,,2025-06-08T05:49:21.970Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,,5,,,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Tiurmaida Tambun,3,"Saya baru aja dari pulau Penyu..cuma nggak suka cara pemandu meladeni kita ,dari awal sdh menstatement utk pembiayaan selalu diomongin hanya uang saja.Kita paham mrk butuh dana utk pemeliharaan penyu itu,Tapi kita kan niat mau wisata jd kesal dengernya…berikan kami menikmati dulu baru stelah selesai itu di jelaskan klu ingin donatur…….di persilahkan..
Nah klu spt itu para wisatawab jd mls kesana lagi.",2025-06-07T11:54:07.708Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,jegek putu diah,5,"Unforgettable experience. Thank you so much, for showing us around, you are doing amazing work with your heart and care❤️.",2025-06-07T09:27:42.349Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Lily T,4,Great experience. Per pax 100k.Rp. Tips Per pax 50k.Rp. Conservation 500k.Rp.,2025-06-02T00:34:10.968Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Jack Lim,3,Pricey,2025-06-01T04:18:45.041Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Kusindra Aji R. (Beni),4,"The Deluang Sari Turtle Conservation Center aims to protect and rehabilitate sea turtles, offering visitors a chance to learn about these creatures and their conservation. The center provides educational insights into the life cycle of turtles, to release the turtles for a fee.

The area also had an area where there were animals which you could hold and take photos.
Printing of photos was available.",2025-05-27T23:55:45.780Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Dukesheeka Jenorge,5,,2025-05-25T14:13:42.817Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Praveen Gore,5,,2025-05-25T09:45:43.422Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,08_Nur Syachnats,4,"Nice place to enjoy the wonderful water creatures of Island like turtles and fishes. Also you can spend beautiful time with well trained pets like Eagle, Rare Owl, Macao Parrot, Iguana and also very sharp and intelligent pair of Toucan Birds.",2025-05-25T08:01:33.685Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Keyur Patel,1,"Ganz schlimmer Ort, reine Tierquälerei. Bitte nicht hinfahren!",2025-05-24T05:41:40.847Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Andrea,5,,2025-05-23T13:43:26.514Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,kevin isaac,5,Had the best time. Our guide( who volunteers) was very knowledgeable.,2025-05-23T04:36:15.655Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Adel Tunstall,5,"Penyunya banyak, ada yg berumur 80th lhoo, bisa ngasih makan juga. Ada hewan lain seperti burung, ular, biawak, kelelawar. Ada warungnya bisa jajan2 dl lah yaa, kmren beli kopi segelas 20rb, es krim 20rb.",2025-05-20T14:58:36.805Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,endah parastuti,1,"One of the most horrific and distressing trips we have ever been on. We were taken here by a guide we had trusted as a spontaneous stop, as it was en route to another spot.

I wish we had done a quick Google search before handing over 1.4m IDR for two people (should be mentioned, we were originally quoted 2.4m!!). The glass bottom boat was nothing but a fishing boat with a very small window in the bottom, through which you could only see seaweed and water. We were given a crust of bread to hurriedly feed the fish, of which we saw only one species.

The island itself was nothing more than a tourist trap with some incredibly sad-looking animals, either caged up or in tiny tanks. There were at least 10 large sea turtles in one horrifyingly small pool. All the animals were being handled by everyone and used for photo ops - for example, you were encouraged to enter a cage to look at a fruit bat up close and clap to wake it up, after being told it sleeps during the day!

The staff were pestering for donations, as they claimed they were no longer receiving government support. Apparently the 1.4m IDR we had already forked out was nothing to do with the island, but who knows. We can’t believe that this relates to legitimate conservation work at all. The whole experience was awful, and we would urge everyone to avoid at all costs.

I want to add that this is written by someone who is visiting Bali for the first time, and looked forward the most throughout the trip to seeing sea turtles for the first time in his life, along with his wife. The experience was distressing and left us feeling very sad, disappointed and cheated.",2025-05-20T05:35:38.252Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Sean C,5,,2025-05-20T01:24:22.544Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Nizar,4,Dari nusa dua nyebrang pakai kapal bayar 100k/ org trus sampai disini kayak ga bisa nyantai.. dikejar2 gitu,2025-05-19T05:37:48.631Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Ester Ratnawati,5,"Excellent fun, well worth visiting.. the staff are amazing as well",2025-05-18T13:50:31.979Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Luke Marshall,5,,2025-05-18T12:08:39.662Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Anung Tawangsih,4,,2025-05-18T11:34:23.842Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Jeyabalan K,4,,2025-05-18T09:39:33.453Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Puspa Ratnawati Wati,1,"Ik walg van deze mensen.!! Ga hier niet heen!!! Als ik -5000 sterren kon geven deed ik dat, alles maar dan ook echt alles in dit zogenaamde turtle preservation park is opgezet om geld uit te slaan. Op geen enkele wijze blijkt dat deze dieren ooit nog vrijgelaten worden. Slangen met dichtgetapete bekken, vogels aan de ketting en schildpadden die in veel te kleine bassins zitten puur voor toeristenvermaak. De dieren die hier zitten zijn puur en alleen om geld aan te verdienen en zitten in een slecht onderkomen. De hele opzet van dit gebeuren is om geld aan toeristen te verdienen met werkelijk alles, ze proberen je ter plaatse van alles aan te smeren. Ze willen je laten betalen voor het voeren van de dieren, goedkope nepsouvenirs aansmeren, foto's verkopen en zelfs naar het toilet gaan moet voor betaald worden. Woekerprijs van 76 euro betaald voor 2 personen voor een 10 minuten durend boottripje met een zogenaamde glassbottom boot om ""schildpadden te zien"" (die er niet zijn) om op deze plek te komen. Dat terwijl het helemaal geen eiland is, het ligt gewoon aan vaste land. Pure ripp-off om ""domme"" toeristen te scammen  nogmaals trap er niet in!!!",2025-05-17T22:50:14.479Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Bjorn Nijhof,5,,2025-05-17T14:26:01.737Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Dini ummi Badriyah,4,"Actually dunno how to feel about this. Our guide was so nice told about that is non govr. organisation. We adopt turtle for two of us was it 700 000 rp all together we felt great after visiting organization seems really improved after I saw reviews. But still have weird felling when I saw snakes in taped heads.When we visited water was clean, they seems really curious w turtles,we got answers on all our questions. On our visit was no snakes.We didn't feel there is any currently on animal people there seems to be so good and they love animals. Maybe they just good liars :D hard no say really. If is it how they said I realy recommend to visit. Other aminals like iguanas,monkey,olw been in cages they told us bc of actually rainy season here. They mentioned they are free to room around during the day, but closed at night, when it rains.",2025-05-14T23:00:09.341Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Tomas Varga,1,,2025-05-14T16:24:58.961Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,katherine mcdonald,1,"Je déconseille fortement cette visite.

Les conditions de vie des tortues sont alarmantes : elles sont enfermées dans de petits bassins, à peine profonds, sans aucun respect pour leurs besoins naturels. On est très loin d’un vrai centre de conservation : c’est une attraction touristique déguisée, sans finalité éducative ni écologique. Les tortues sont manipulées toute la journée pour des photos, ce qui cause un stress évident chez ces animaux sauvages.

Le personnel est également très insistant tout au long de la visite, vous pousse à acheter des options supplémentaires et n’hésite pas à réclamer des pourboires à la fin, ce qui rend l’expérience encore plus désagréable. On se sent clairement piégé dans un circuit purement commercial.

Je regrette d’y être allé. Si vous tenez un minimum au bien-être animal, passez votre chemin et renseignez-vous sur de vrais centres de protection comme celui de Serangan, qui lui fait un travail sérieux et respectueux.",2025-05-14T16:02:40.563Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Thomas Augé,3,"Visite mitigée… La Ferme des Tortues propose effectivement un grand nombre d'animaux différents, mais très vite, on se rend compte que tout est pensé pour le tourisme de masse. Chaque enclos, chaque bassin semble n'exister que pour permettre aux visiteurs de prendre des photos ""exotiques"", souvent au détriment du bien-être animal.

Le lieu manque clairement d’authenticité et de pédagogie : on en ressort avec plus de selfies que de connaissances sur les tortues ou sur leur préservation. L’approche est malheureusement très superficielle.

Le seul véritable moment touchant et porteur de sens reste la libération des bébés tortues en mer. Ce geste symbolique, bien que court, reconnecte à l’essentiel et donne un peu de sens à une visite par ailleurs très commerciale.

En résumé : une attraction très touristique, presque trop, avec une belle idée de départ qui se perd un peu dans la recherche de rentabilité.",2025-05-14T06:07:47.371Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Maxime Sakkas,1,"It's a horrible place with all the animals in a terrible state. I was told the animals were all rescued and they are released once they have recovered.  Frankly, this is a total lie.  Do not go there, the place need to be shut down.
I was so angry and upset when I got there! Shame on them!",2025-05-14T03:11:12.889Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Christina Hanley,5,,2025-05-13T23:19:03.608Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Susang Suryaningrum,4,,2025-05-13T14:44:46.925Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Zarifin invalerenz,1,"Экскурсия оставила неприятное впечатление.Весь обход острова занял 10 мин, в течении которого так называемые волонтёры -вымогатели настойчиво клянчили деньги (причём с фиксированной ставкой).Да,можно сделать фото ,но и  свои они очень настойчиво впаривают.Вообщем навязчивый бизнес,не советую.",2025-05-12T04:33:08.306Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Oksana L,4,,2025-05-11T20:12:18.257Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Andjana Joerawan,4,,2025-05-10T21:06:31.847Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Manoj purohit,2,,2025-05-10T19:33:25.186Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Samir Kapur,3,"It's in an island,  bit the boats charges heavily,  nothing much to see. It's a waste of time.",2025-05-08T14:06:58.467Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Elgin Varghese,2,Ticket vor Ort für 2 Personen 1.500.000 IDR... Überfahrt und Eintritt... Rettung einer Babyturtle und Aussetzen im Meer 350.000IDR....ohne Handeln...Wucher,2025-05-08T12:32:11.269Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Hape Grötz,5,"A hands on wildlife conservation project.  Also birds, snakes, iguana,  bats.  Got to feed the turtles and for R350,000, released a baby turtle into the ocean.  They're doing good work and worth supporting.",2025-05-08T04:09:08.988Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Tari Trowbridge,2,,2025-05-06T10:30:50.238Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,aditi gole,1,Read the other reviews. There are many complaints about this is not a preservation center. Mistreated animals are caged here just for collecting money from tourists.,2025-05-06T06:57:48.561Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Anh Nguyễn,5,,2025-05-05T05:01:51.521Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Lynne Gibb,1,"ANIMAL ABUSE !!!! THIS PLACE NEEDS TO BE SHUT DOWN IMMEDIATELY!!!! Most of the ""good"" reviews are from bots or people who must be blind to animal torture!!!! Dead baby turtles floating in the tanks, the big turtles are overcrowded and underfed !!! The other animals are in horrendous condition. They don't set these animals free, you can literally tell by all the pictures being taken over the years that the same turtles are still being kept there with no intentions of being freed back into the ocean !!! The workers or ""volunteers"" Hassel you for money which is obviously the money is NOT being used to better these animals conditions. This place is pathetic. Something needs to be done to help these poor animals.",2025-05-04T07:28:07.662Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Cheyenne,1,Extremely dirty and animals are kept in awful conditions. Someone needs to save these animals.,2025-05-03T14:25:15.454Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Brandon Marmion,4,,2025-05-03T14:06:36.487Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Manish Kumar,1,This is not a conservation center… it is cruel and the animals are being held in captivity for tourism.,2025-05-03T09:57:32.552Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Si Silver,5,,2025-05-03T00:55:57.638Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Tushar Pujari,1,,2025-04-30T15:56:07.507Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Dávid Csorba,5,,2025-04-30T00:26:58.297Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,lia tan,4,Felt bad for the turtles,2025-04-29T23:09:27.214Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Ramon Castillo,4,,2025-04-29T17:44:19.012Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Parto Sikembar,4,Pray for the best to the turtles & all other animals there,2025-04-28T16:03:24.024Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,s,1,,2025-04-28T15:09:49.402Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,鍾寶興,2,,2025-04-28T14:33:07.494Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Khaled Ahmed,2,"Mixed feelings about our visit here. We came mainly because the kids were excited to see turtles up close — and they absolutely loved the experience. From their perspective, it was magical, and they were completely oblivious to the bigger picture.

But as a parent and someone who cares about animal welfare, I couldn’t ignore the concerning conditions the turtles and other wildlife were kept in. The enclosures felt small and poorly maintained, and the presence of other animals like birds and reptiles didn’t seem aligned with a true conservation effort.

Sadly, while the experience was memorable for the kids, it will be our first and last visit to this place. I’ll definitely be looking for alternative sanctuaries or centers that prioritize the health and dignity of the wildlife in their care. I truly hope to see more transparency and better conditions here in the future.",2025-04-27T10:21:12.718Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Chaz,1,Do not go ! It's not a conservation and also other animals caged up the snake has tape around it's mouth to take pictures with birds chained up it's awful we came away really sad and wish we had found reviews on this place first,2025-04-25T04:41:55.274Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Jamie Cormack,5,Good educational spot,2025-04-23T07:13:37.832Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Damar (Review),1,"Conservation my arse! We heard all the amazing rehabilitation and release stories. Yet they are the same animals chained and in tiny cages posted on here a year ago.There was a massive hard sell and the guide made racist and inappropriate jokes about other cultures. Even when my friend tipped him, he complained it was too small and scoffed at it. We were sold a trip to Turtle Island yet ended up at this place.",2025-04-22T20:27:08.597Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Elysia Ferguson,2,The location isn’t good. The place doesn’t look clean. Didn’t worth to go there.,2025-04-22T14:00:15.053Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Sezer Koku,2,海龜的池子超髒 很擠空間又小,2025-04-22T03:56:15.471Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,黃品懷,5,"Dễ thương, thân thiện,
Rùa biển đủ cỡ, hiền lành,
Ngoài ra có két, cú mèo, dơi, công, trăn, kỳ nhông ..
Cũng đáng xem.",2025-04-22T02:49:51.574Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Long Le Dac,1,,2025-04-17T11:20:17.197Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Andy Bpoint,1,,2025-04-16T00:55:34.455Z,Google Maps,
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,Karen Johnston,5,,2025-04-15T12:09:19.495Z,Google Maps,
